customer_id,first_name,last_name,email,phone_number,date_of_birth,gender,preferred_channel,marketing_opt_in,vip_flag,lifetime_value_cents,avg_order_value_cents,total_orders,preferred_store_id,notes
CUST-0000088,Shawn,Sanchez,shawn.sanchez88@shopmail.com,+1-(955)-136-4111,1984-12-23,Male,sms,TRUE,FALSE,71390,71390,1,STR-0085,
CUST-0000089,River,Clark,river.clark89@example.com,+1-(355)-240-4281,1984-07-19,Female,email,FALSE,FALSE,0,0,0,STR-0023,
CUST-0000090,Jamie,Harris,jamie.harris90@mail.com,+1-(372)-166-1749,1986-05-15,Female,email,TRUE,FALSE,0,0,0,,
CUST-0000091,Abigail,Miller,abigail.miller91@example.com,+1-(250)-806-2897,1979-08-13,Male,email,TRUE,FALSE,214962,71654,3,STR-0085,
CUST-0000092,Jordan,Scott,jordan.scott92@shopmail.com,+1-(413)-804-8875,1984-04-01,Male,phone,FALSE,FALSE,0,0,0,STR-0066,
CUST-0000093,Sam,Lewis,sam.lewis93@mail.com,+1-(951)-195-7105,1953-06-06,Male,none,TRUE,FALSE,1930716,321786,6,STR-0022,
CUST-0000094,Ella,Flores,ella.flores94@example.com,+1-(644)-777-5072,1975-06-22,Female,email,FALSE,FALSE,7026,2342,3,,
CUST-0000095,Jesse,Clark,jesse.clark95@example.com,+1-(771)-662-1002,1953-02-26,Female,sms,FALSE,FALSE,487348,121837,4,STR-0007,
CUST-0000096,Sophia,King,sophia.king96@mail.com,+1-(919)-208-1750,1995-08-05,Female,email,TRUE,FALSE,798488,99811,8,STR-0025,
CUST-0000097,Pat,Jackson,pat.jackson97@shopmail.com,+1-(337)-241-7762,1967-12-24,Female,email,TRUE,FALSE,147036,49012,3,STR-0092,
CUST-0000098,Taylor,Harris,taylor.harris98@retailco.test,+1-(255)-786-1927,1993-05-25,Female,sms,TRUE,FALSE,228155,45631,5,STR-0046,
CUST-0000099,Casey,Lopez,casey.lopez99@retailco.test,+1-(953)-626-2955,1981-01-14,Male,email,TRUE,FALSE,247360,247360,1,STR-0020,
CUST-0000100,Sophia,Smith,sophia.smith0@example.com,+1-(885)-454-8301,1990-11-20,Female,none,FALSE,FALSE,4060273,580039,7,STR-0070,
CUST-0000101,Cory,Miller,cory.miller1@retailco.test,+1-(751)-948-8130,1964-02-24,Female,email,TRUE,FALSE,0,0,0,,
CUST-0000102,Olivia,Miller,olivia.miller2@mail.com,+1-(903)-408-2417,1987-08-13,Male,email,TRUE,FALSE,1593415,318683,5,,
CUST-0000103,Aria,Scott,aria.scott3@shopmail.com,+1-(861)-662-2198,1987-11-03,Male,sms,TRUE,FALSE,0,0,0,STR-0013,
CUST-0000104,Scarlett,Perez,scarlett.perez4@shopmail.com,+1-(674)-556-6877,1956-05-16,Female,sms,TRUE,FALSE,2662962,443827,6,STR-0094,
CUST-0000105,Abigail,Thomas,abigail.thomas5@retailco.test,+1-(976)-626-3299,1977-03-06,Female,sms,FALSE,FALSE,177762,88881,2,STR-0063,
CUST-0000106,Evelyn,Jones,evelyn.jones6@mail.com,+1-(586)-328-9460,1980-06-27,Female,sms,FALSE,TRUE,811489,115927,7,STR-0066,
CUST-0000107,Hayden,Taylor,hayden.taylor7@retailco.test,+1-(730)-515-1305,1959-12-22,Female,email,TRUE,FALSE,99058,49529,2,STR-0019,
CUST-0000108,Jamie,Lopez,jamie.lopez8@shopmail.com,+1-(830)-714-1639,1955-09-17,Female,email,TRUE,FALSE,2727264,454544,6,,
CUST-0000109,Reese,Gonzalez,reese.gonzalez9@example.com,+1-(927)-861-1116,1969-09-04,Female,sms,FALSE,FALSE,33631,33631,1,STR-0033,
CUST-0000110,Drew,Davis,drew.davis10@retailco.test,+1-(658)-901-3650,1999-04-17,Male,phone,TRUE,FALSE,0,0,0,STR-0082,High risk - flagged for manual review
CUST-0000111,Sophia,Jackson,sophia.jackson11@mail.com,+1-(556)-935-5530,1991-10-07,Male,email,TRUE,FALSE,0,0,0,STR-0038,
CUST-0000112,Ava,Smith,ava.smith12@mail.com,+1-(455)-394-2523,1980-11-24,Female,email,TRUE,FALSE,0,0,0,STR-0024,
CUST-0000113,Amelia,Smith,amelia.smith13@example.com,+1-(694)-480-6167,1974-10-28,Male,none,FALSE,FALSE,0,0,0,STR-0007,
CUST-0000114,Lee,Flores,lee.flores14@mail.com,+1-(392)-661-5306,1990-05-16,Female,email,TRUE,FALSE,372564,93141,4,,
CUST-0000115,Isabella,Brown,isabella.brown15@shopmail.com,+1-(302)-807-3676,2002-04-27,Male,email,FALSE,FALSE,163059,163059,1,,
CUST-0000116,Shawn,Green,shawn.green16@shopmail.com,+1-(274)-181-3654,1984-04-11,Male,sms,TRUE,FALSE,2125991,303713,7,,
CUST-0000117,Jesse,King,jesse.king17@example.com,+1-(307)-368-3544,2000-11-13,Male,sms,TRUE,FALSE,112236,37412,3,STR-0046,
CUST-0000118,River,Smith,river.smith18@example.com,+1-(736)-934-3233,1983-05-16,Female,phone,FALSE,FALSE,0,0,0,STR-0038,
CUST-0000119,Emily,Moore,emily.moore19@mail.com,+1-(865)-860-9715,1954-05-14,Male,email,TRUE,FALSE,190581,63527,3,STR-0025,
CUST-0000120,Emerson,Sanchez,emerson.sanchez20@example.com,+1-(757)-581-3975,1993-05-27,Male,email,FALSE,FALSE,585115,117023,5,,High risk - flagged for manual review
CUST-0000121,Abigail,Wilson,abigail.wilson21@example.com,+1-(442)-748-8113,1985-01-06,Female,email,FALSE,TRUE,0,0,0,,
CUST-0000122,Drew,Taylor,drew.taylor22@example.com,+1-(697)-823-8168,1970-05-18,Female,email,TRUE,FALSE,808956,404478,2,STR-0071,
CUST-0000123,Jordan,Torres,jordan.torres23@shopmail.com,+1-(874)-601-9615,1966-12-19,Male,email,FALSE,TRUE,1492939,213277,7,,
CUST-0000124,Sophia,Clark,sophia.clark24@example.com,+1-(985)-753-6864,1962-08-23,Female,email,TRUE,FALSE,34436,34436,1,,
CUST-0000125,Jordan,Jackson,jordan.jackson25@example.com,+1-(731)-238-5945,2005-05-08,Male,email,FALSE,FALSE,161336,161336,1,STR-0074,
CUST-0000126,Scarlett,Torres,scarlett.torres26@shopmail.com,+1-(281)-898-1916,1956-06-12,Female,email,FALSE,FALSE,211558,211558,1,STR-0002,
CUST-0000127,Pat,Garcia,pat.garcia27@shopmail.com,+1-(786)-863-1807,1970-07-09,Male,email,FALSE,FALSE,88312,44156,2,STR-0074,
CUST-0000128,Taylor,Martin,taylor.martin28@retailco.test,+1-(559)-731-8245,1966-03-15,Male,email,TRUE,FALSE,143040,23840,6,STR-0080,
CUST-0000129,Ella,Johnson,ella.johnson29@shopmail.com,+1-(797)-779-9631,2003-05-06,Male,sms,TRUE,FALSE,6692,1673,4,STR-0035,
CUST-0000130,Madison,Johnson,madison.johnson30@example.com,+1-(454)-642-5995,1984-08-13,Female,email,TRUE,FALSE,765575,765575,1,STR-0008,
CUST-0000131,Drew,Nguyen,drew.nguyen31@retailco.test,+1-(342)-416-9582,1997-07-25,Male,phone,TRUE,FALSE,201600,25200,8,STR-0019,
CUST-0000132,Charlotte,Walker,charlotte.walker32@mail.com,+1-(389)-972-7348,1974-08-05,Male,email,FALSE,TRUE,106561,106561,1,,
CUST-0000133,Emma,Wright,emma.wright33@shopmail.com,+1-(953)-140-7347,1972-11-02,Male,email,TRUE,FALSE,219592,109796,2,STR-0007,
CUST-0000134,Riley,Taylor,riley.taylor34@mail.com,+1-(909)-764-3686,1960-12-04,Male,email,TRUE,FALSE,313147,313147,1,STR-0021,
CUST-0000135,Evan,Young,evan.young35@shopmail.com,+1-(757)-926-1094,1967-08-08,Male,email,TRUE,FALSE,168393,56131,3,STR-0080,
CUST-0000136,Chloe,Scott,chloe.scott36@retailco.test,+1-(667)-867-6901,2003-02-25,Male,phone,FALSE,FALSE,80550,13425,6,STR-0016,
CUST-0000137,Amelia,Anderson,amelia.anderson37@mail.com,+1-(399)-101-2936,2004-08-21,Female,sms,FALSE,FALSE,164385,164385,1,STR-0002,
CUST-0000138,Emily,Walker,emily.walker38@shopmail.com,+1-(237)-761-3224,1975-03-21,Male,phone,TRUE,FALSE,92240,11530,8,STR-0073,
CUST-0000139,Riley,Young,riley.young39@retailco.test,+1-(581)-562-5958,1992-09-10,Male,sms,FALSE,FALSE,10100,5050,2,STR-0065,
CUST-0000140,Charlotte,Garcia,charlotte.garcia40@mail.com,+1-(679)-147-2689,1972-11-24,Male,sms,TRUE,FALSE,0,0,0,STR-0069,
CUST-0000141,Morgan,Rodriguez,morgan.rodriguez41@example.com,+1-(683)-791-1826,1999-07-02,Male,email,TRUE,FALSE,1442232,240372,6,STR-0040,
CUST-0000142,Evan,Young,evan.young42@example.com,+1-(267)-586-2849,1983-08-15,Female,sms,TRUE,FALSE,0,0,0,,
CUST-0000143,Chloe,Ramirez,chloe.ramirez43@mail.com,+1-(758)-810-4869,1994-11-22,Male,email,TRUE,FALSE,323950,161975,2,,
CUST-0000144,Amelia,Torres,amelia.torres44@shopmail.com,+1-(401)-310-6187,1986-10-26,Female,phone,FALSE,FALSE,6488328,926904,7,STR-0079,
CUST-0000145,Cory,Wright,cory.wright45@retailco.test,+1-(879)-277-8780,1997-04-18,Male,phone,TRUE,FALSE,115352,28838,4,STR-0003,
CUST-0000146,Scarlett,King,scarlett.king46@mail.com,+1-(677)-629-2281,1972-10-03,Male,sms,FALSE,FALSE,1279976,319994,4,STR-0007,
CUST-0000147,Isabella,Brown,isabella.brown47@mail.com,+1-(956)-739-1447,1987-08-03,Male,phone,TRUE,FALSE,390186,390186,1,STR-0015,
CUST-0000148,Dana,Green,dana.green48@retailco.test,+1-(416)-691-6653,2002-11-09,Female,email,TRUE,FALSE,1184546,592273,2,,
CUST-0000149,Evelyn,Moore,evelyn.moore49@mail.com,+1-(477)-373-2610,1989-11-19,Male,sms,FALSE,FALSE,0,0,0,STR-0089,
CUST-0000150,Riley,Hill,riley.hill50@retailco.test,+1-(585)-772-4027,1998-12-06,Male,sms,TRUE,FALSE,2933780,195585,15,STR-0086,
CUST-0000151,Ava,Ramirez,ava.ramirez51@retailco.test,+1-(829)-758-2740,1977-12-09,Male,email,FALSE,FALSE,0,0,0,STR-0084,
CUST-0000152,Harper,Garcia,harper.garcia52@mail.com,+1-(748)-973-6571,2000-08-25,Female,email,TRUE,FALSE,284048,71012,4,STR-0014,
CUST-0000153,Evelyn,King,evelyn.king53@shopmail.com,+1-(895)-991-9791,1996-12-19,Male,email,TRUE,FALSE,1000506,500253,2,STR-0090,
CUST-0000154,Pat,Jones,pat.jones54@example.com,+1-(481)-244-7801,1995-12-12,Female,email,TRUE,FALSE,1000200,200040,5,STR-0021,High risk - flagged for manual review
CUST-0000155,Kendall,Young,kendall.young55@example.com,+1-(843)-946-5934,1983-07-01,Female,email,TRUE,FALSE,286365,286365,1,STR-0029,
CUST-0000156,Jordan,Miller,jordan.miller56@example.com,+1-(751)-280-3589,1955-01-16,Female,phone,FALSE,FALSE,44316,44316,1,STR-0042,
CUST-0000157,Quinn,Nguyen,quinn.nguyen57@shopmail.com,+1-(674)-385-1237,1959-07-24,Female,email,TRUE,FALSE,96783,32261,3,STR-0001,
CUST-0000158,Evan,Torres,evan.torres58@example.com,+1-(666)-574-3271,1950-12-13,Male,sms,FALSE,TRUE,291561,97187,3,STR-0068,High risk - flagged for manual review
CUST-0000159,Logan,Wright,logan.wright59@example.com,+1-(865)-589-4437,1957-12-25,Male,phone,TRUE,FALSE,0,0,0,STR-0058,
CUST-0000160,Casey,Miller,casey.miller60@retailco.test,+1-(483)-214-3424,1974-03-28,Male,email,TRUE,FALSE,1027632,128454,8,STR-0095,
CUST-0000161,Lee,Jackson,lee.jackson61@example.com,+1-(352)-461-5659,1976-03-20,Female,email,TRUE,FALSE,1880672,470168,4,,
CUST-0000162,Olivia,Perez,olivia.perez62@mail.com,+1-(686)-396-3409,1954-10-24,Female,email,TRUE,FALSE,0,0,0,STR-0015,
CUST-0000163,Sam,Martin,sam.martin63@shopmail.com,+1-(775)-189-4533,1959-08-24,Prefer not to say,email,FALSE,FALSE,906998,453499,2,STR-0076,
CUST-0000164,Taylor,Smith,taylor.smith64@retailco.test,+1-(469)-407-8742,1998-11-22,Female,email,FALSE,FALSE,0,0,0,,
CUST-0000165,Evan,Rodriguez,evan.rodriguez65@mail.com,+1-(368)-154-5467,1982-07-21,Female,email,TRUE,FALSE,0,0,0,STR-0081,
CUST-0000166,Ella,Davis,ella.davis66@shopmail.com,+1-(672)-178-2909,1953-03-01,Male,sms,TRUE,FALSE,1480980,148098,10,,
CUST-0000167,Abigail,Thompson,abigail.thompson67@example.com,+1-(293)-249-5544,1968-06-12,Male,sms,TRUE,FALSE,0,0,0,,
CUST-0000168,Lee,Jackson,lee.jackson68@example.com,+1-(285)-435-9088,1998-07-10,Male,sms,FALSE,FALSE,1678878,839439,2,STR-0009,
CUST-0000169,Casey,White,casey.white69@retailco.test,+1-(547)-305-7623,1998-04-27,Male,email,FALSE,FALSE,311647,311647,1,STR-0052,
CUST-0000170,Emily,Lee,emily.lee70@retailco.test,+1-(511)-736-2578,1957-02-22,Female,sms,TRUE,FALSE,121342,60671,2,STR-0070,
CUST-0000171,Robin,Flores,robin.flores71@mail.com,+1-(985)-391-6250,2002-01-19,Male,email,FALSE,TRUE,584388,83484,7,STR-0045,
CUST-0000172,Liam,Allen,liam.allen72@mail.com,+1-(371)-729-5907,1982-07-07,Female,phone,TRUE,FALSE,0,0,0,,
CUST-0000173,Rowan,Clark,rowan.clark73@shopmail.com,+1-(458)-739-9443,1976-11-25,Female,sms,TRUE,FALSE,432472,216236,2,,
CUST-0000174,Quinn,Clark,quinn.clark74@mail.com,+1-(494)-761-3631,1989-11-20,Male,email,TRUE,FALSE,748698,124783,6,STR-0056,
CUST-0000175,Casey,Clark,casey.clark75@mail.com,+1-(888)-773-2479,1980-12-27,Male,email,TRUE,FALSE,694800,173700,4,,
