address_id,customer_id,label,address_line1,address_line2,city,state,postal_code,country,is_default_shipping,is_default_billing
ADDR-0000092-1,CUST-0000092,Home,3805 Broadway,,Boston,OH,69867,USA,TRUE,FALSE
ADDR-0000093-1,CUST-0000093,Home,340 Sunset Blvd,,Philadelphia,TX,64529,USA,TRUE,FALSE
ADDR-0000094-1,CUST-0000094,Home,2130 Sunset Blvd,,Philadelphia,IL,74441,USA,TRUE,FALSE
ADDR-0000095-1,CUST-0000095,Home,1459 Pine St,,Oklahoma City,MD,88636,USA,TRUE,FALSE
ADDR-0000096-1,CUST-0000096,Home,1797 Main St,,Boston,MN,87176,USA,TRUE,FALSE
ADDR-0000096-2,CUST-0000096,Work,1973 Maple Ave,,Denver,TN,27647,USA,FALSE,FALSE
ADDR-0000097-1,CUST-0000097,Home,2854 Market St,,Nashville,WI,33306,USA,TRUE,FALSE
ADDR-0000098-1,CUST-0000098,Home,3655 Maple Ave,,Detroit,IN,39400,USA,TRUE,FALSE
ADDR-0000098-2,CUST-0000098,Shipping,2398 Oak St,,San Diego,TN,47701,USA,FALSE,FALSE
ADDR-0000099-1,CUST-0000099,Home,3268 Maple Ave,,Washington,MN,49472,USA,TRUE,FALSE
ADDR-0000100-1,CUST-0000100,Home,2217 Sunset Blvd,,Oklahoma City,MA,77411,USA,TRUE,FALSE
ADDR-0000100-2,CUST-0000100,Shipping,1925 Oak St,,Los Angeles,GA,95397,USA,FALSE,FALSE
ADDR-0000101-1,CUST-0000101,Home,1032 Broadway,,Columbus,WA,69129,USA,TRUE,FALSE
ADDR-0000102-1,CUST-0000102,Home,1320 Maple Ave,,Detroit,WI,58906,USA,TRUE,FALSE
ADDR-0000103-1,CUST-0000103,Home,892 Broadway,,San Francisco,NJ,53036,USA,TRUE,FALSE
ADDR-0000103-2,CUST-0000103,Shipping,1352 Maple Ave,,Denver,AZ,84128,USA,FALSE,FALSE
ADDR-0000104-1,CUST-0000104,Home,408 Main St,,Indianapolis,WI,14088,USA,TRUE,FALSE
ADDR-0000104-2,CUST-0000104,Shipping,2471 Oak St,,Oklahoma City,MO,37886,USA,FALSE,FALSE
ADDR-0000105-1,CUST-0000105,Home,1058 Main St,,El Paso,FL,77880,USA,TRUE,FALSE
ADDR-0000106-1,CUST-0000106,Home,865 Market St,,Jacksonville,MD,25509,USA,TRUE,FALSE
ADDR-0000107-1,CUST-0000107,Home,844 Pine St,,El Paso,TN,44671,USA,TRUE,FALSE
ADDR-0000108-1,CUST-0000108,Home,1617 Sunset Blvd,,Los Angeles,OR,79444,USA,TRUE,FALSE
ADDR-0000109-1,CUST-0000109,Home,2412 Broadway,,Washington,NC,99208,USA,TRUE,FALSE
ADDR-0000110-1,CUST-0000110,Home,695 Oak St,,Washington,CO,21552,USA,TRUE,FALSE
ADDR-0000110-2,CUST-0000110,Work,1008 Broadway,,Chicago,MD,14948,USA,FALSE,FALSE
ADDR-0000111-1,CUST-0000111,Home,2202 Broadway,,Seattle,MO,42786,USA,TRUE,FALSE
ADDR-0000111-2,CUST-0000111,Work,1644 Pine St,,San Francisco,KY,41886,USA,FALSE,FALSE
ADDR-0000112-1,CUST-0000112,Home,3827 Market St,,San Francisco,CT,36170,USA,TRUE,FALSE
ADDR-0000113-1,CUST-0000113,Home,3948 Pine St,,Los Angeles,TN,55519,USA,TRUE,FALSE
ADDR-0000114-1,CUST-0000114,Home,637 Pine St,,El Paso,OH,23090,USA,TRUE,FALSE
ADDR-0000115-1,CUST-0000115,Home,1538 Sunset Blvd,,El Paso,MD,36077,USA,TRUE,FALSE
ADDR-0000116-1,CUST-0000116,Home,1944 Oak St,,Philadelphia,PA,13027,USA,TRUE,FALSE
ADDR-0000117-1,CUST-0000117,Home,2050 Oak St,,Seattle,NC,81898,USA,TRUE,FALSE
ADDR-0000118-1,CUST-0000118,Home,2345 Broadway,,San Antonio,CO,83472,USA,TRUE,FALSE
ADDR-0000119-1,CUST-0000119,Home,2291 Main St,,Philadelphia,TX,46977,USA,TRUE,FALSE
ADDR-0000120-1,CUST-0000120,Home,3257 Main St,,Indianapolis,MN,37321,USA,TRUE,FALSE
ADDR-0000121-1,CUST-0000121,Home,1621 Sunset Blvd,,Chicago,OH,30669,USA,TRUE,FALSE
ADDR-0000122-1,CUST-0000122,Home,1940 Broadway,,Dallas,IN,58118,USA,TRUE,FALSE
ADDR-0000123-1,CUST-0000123,Home,2717 Main St,,Jacksonville,IN,64519,USA,TRUE,FALSE
ADDR-0000124-1,CUST-0000124,Home,1390 Pine St,,Austin,MA,64046,USA,TRUE,FALSE
ADDR-0000125-1,CUST-0000125,Home,1556 Market St,,Phoenix,NC,58114,USA,TRUE,FALSE
ADDR-0000125-2,CUST-0000125,Shipping,1123 Market St,,Dallas,GA,22046,USA,FALSE,FALSE
ADDR-0000126-1,CUST-0000126,Home,321 Broadway,,Indianapolis,CA,51853,USA,TRUE,FALSE
ADDR-0000127-1,CUST-0000127,Home,3113 Pine St,,San Diego,OH,19390,USA,TRUE,FALSE
ADDR-0000128-1,CUST-0000128,Home,3459 Broadway,,New York,MI,24585,USA,TRUE,FALSE
ADDR-0000129-1,CUST-0000129,Home,1575 Sunset Blvd,,Houston,NY,48337,USA,TRUE,FALSE
ADDR-0000130-1,CUST-0000130,Home,3747 Sunset Blvd,,New York,IN,46725,USA,TRUE,FALSE
ADDR-0000131-1,CUST-0000131,Home,3705 Oak St,,Columbus,GA,68065,USA,TRUE,FALSE
ADDR-0000132-1,CUST-0000132,Home,370 Market St,,Charlotte,MD,74217,USA,TRUE,FALSE
ADDR-0000133-1,CUST-0000133,Home,1998 Sunset Blvd,,Boston,NJ,21854,USA,TRUE,FALSE
ADDR-0000134-1,CUST-0000134,Home,3246 Market St,,Austin,MO,96445,USA,TRUE,FALSE
ADDR-0000135-1,CUST-0000135,Home,950 Main St,,Philadelphia,AZ,17217,USA,TRUE,FALSE
ADDR-0000136-1,CUST-0000136,Home,2258 Oak St,,Indianapolis,FL,37400,USA,TRUE,FALSE
ADDR-0000137-1,CUST-0000137,Home,1142 Sunset Blvd,,Chicago,GA,49358,USA,TRUE,FALSE
ADDR-0000138-1,CUST-0000138,Home,2294 Main St,,San Antonio,MO,99848,USA,TRUE,FALSE
ADDR-0000139-1,CUST-0000139,Home,2080 Maple Ave,,Indianapolis,GA,52904,USA,TRUE,FALSE
ADDR-0000140-1,CUST-0000140,Home,581 Broadway,,Phoenix,PA,45866,USA,TRUE,FALSE
ADDR-0000141-1,CUST-0000141,Home,3206 Maple Ave,,Seattle,IL,71039,USA,TRUE,FALSE
ADDR-0000142-1,CUST-0000142,Home,2760 Main St,,San Jose,IN,70420,USA,TRUE,FALSE
ADDR-0000143-1,CUST-0000143,Home,385 Pine St,,Houston,MN,88172,USA,TRUE,FALSE
ADDR-0000144-1,CUST-0000144,Home,622 Sunset Blvd,,San Jose,CA,58394,USA,TRUE,FALSE
ADDR-0000145-1,CUST-0000145,Home,2794 Oak St,,Phoenix,IL,27985,USA,TRUE,FALSE
ADDR-0000146-1,CUST-0000146,Home,144 Oak St,,Charlotte,TN,71503,USA,TRUE,FALSE
ADDR-0000147-1,CUST-0000147,Home,3126 Market St,,El Paso,NJ,58466,USA,TRUE,FALSE
ADDR-0000148-1,CUST-0000148,Home,1697 Oak St,,Dallas,AZ,79526,USA,TRUE,FALSE
ADDR-0000149-1,CUST-0000149,Home,143 Maple Ave,,New York,IL,11567,USA,TRUE,FALSE
ADDR-0000150-1,CUST-0000150,Home,763 Sunset Blvd,,Chicago,NC,18177,USA,TRUE,FALSE
ADDR-0000151-1,CUST-0000151,Home,2822 Oak St,,Dallas,AZ,53231,USA,TRUE,FALSE
ADDR-0000152-1,CUST-0000152,Home,447 Maple Ave,,Charlotte,CT,34833,USA,TRUE,FALSE
ADDR-0000153-1,CUST-0000153,Home,2691 Main St,,San Jose,TX,69793,USA,TRUE,FALSE
ADDR-0000153-2,CUST-0000153,Billing,3521 Pine St,,Chicago,TX,24965,USA,FALSE,TRUE
ADDR-0000154-1,CUST-0000154,Home,126 Main St,,Philadelphia,IL,95426,USA,TRUE,FALSE
ADDR-0000155-1,CUST-0000155,Home,952 Broadway,,Los Angeles,FL,24769,USA,TRUE,FALSE
ADDR-0000156-1,CUST-0000156,Home,1032 Main St,,San Diego,CT,64079,USA,TRUE,FALSE
ADDR-0000156-2,CUST-0000156,Billing,1638 Market St,,Chicago,VA,86689,USA,FALSE,TRUE
ADDR-0000157-1,CUST-0000157,Home,2027 Maple Ave,,Oklahoma City,TN,14406,USA,TRUE,FALSE
ADDR-0000157-2,CUST-0000157,Shipping,1715 Oak St,,Nashville,TX,69302,USA,FALSE,FALSE
ADDR-0000158-1,CUST-0000158,Home,1205 Maple Ave,,Washington,IN,85396,USA,TRUE,FALSE
ADDR-0000159-1,CUST-0000159,Home,602 Oak St,,Nashville,IN,98907,USA,TRUE,FALSE
ADDR-0000160-1,CUST-0000160,Home,357 Main St,,San Diego,TN,94498,USA,TRUE,FALSE
ADDR-0000161-1,CUST-0000161,Home,1396 Pine St,,Phoenix,NJ,44132,USA,TRUE,FALSE
ADDR-0000161-2,CUST-0000161,Billing,940 Pine St,,Nashville,CA,97235,USA,FALSE,TRUE
ADDR-0000162-1,CUST-0000162,Home,3544 Market St,,Charlotte,MA,22121,USA,TRUE,FALSE
ADDR-0000163-1,CUST-0000163,Home,1342 Oak St,,Indianapolis,MI,18665,USA,TRUE,FALSE
ADDR-0000163-2,CUST-0000163,Work,462 Main St,,Columbus,WI,45825,USA,FALSE,FALSE
ADDR-0000164-1,CUST-0000164,Home,2553 Maple Ave,,Jacksonville,MO,72978,USA,TRUE,FALSE
ADDR-0000165-1,CUST-0000165,Home,3182 Market St,,Seattle,MI,51446,USA,TRUE,FALSE
ADDR-0000165-2,CUST-0000165,Shipping,3376 Broadway,,Dallas,MN,57516,USA,FALSE,FALSE
ADDR-0000166-1,CUST-0000166,Home,3149 Sunset Blvd,,Houston,OH,26870,USA,TRUE,FALSE
ADDR-0000167-1,CUST-0000167,Home,3031 Market St,,San Jose,PA,80402,USA,TRUE,FALSE
ADDR-0000168-1,CUST-0000168,Home,3946 Maple Ave,,Jacksonville,PA,11675,USA,TRUE,FALSE
ADDR-0000169-1,CUST-0000169,Home,3991 Oak St,,San Francisco,TN,46554,USA,TRUE,FALSE
ADDR-0000170-1,CUST-0000170,Home,229 Oak St,,Houston,WA,68997,USA,TRUE,FALSE
ADDR-0000171-1,CUST-0000171,Home,331 Maple Ave,,San Diego,OH,40752,USA,TRUE,FALSE
ADDR-0000172-1,CUST-0000172,Home,3142 Main St,,Nashville,MO,22416,USA,TRUE,FALSE
ADDR-0000173-1,CUST-0000173,Home,2712 Pine St,,Washington,KY,66849,USA,TRUE,FALSE
ADDR-0000174-1,CUST-0000174,Home,927 Market St,,Dallas,AZ,13819,USA,TRUE,FALSE
ADDR-0000175-1,CUST-0000175,Home,469 Market St,,Washington,TX,51079,USA,TRUE,FALSE
ADDR-0000176-1,CUST-0000176,Home,2812 Sunset Blvd,,Los Angeles,OR,98027,USA,TRUE,FALSE
ADDR-0000177-1,CUST-0000177,Home,2173 Main St,,Jacksonville,CO,88920,USA,TRUE,FALSE
ADDR-0000178-1,CUST-0000178,Home,3881 Pine St,,Boston,MD,92133,USA,TRUE,FALSE
ADDR-0000179-1,CUST-0000179,Home,1670 Maple Ave,,Columbus,CT,88275,USA,TRUE,FALSE
ADDR-0000180-1,CUST-0000180,Home,2991 Oak St,,Columbus,TX,74868,USA,TRUE,FALSE
ADDR-0000181-1,CUST-0000181,Home,432 Oak St,,Nashville,MN,72895,USA,TRUE,FALSE
ADDR-0000182-1,CUST-0000182,Home,3381 Oak St,,Detroit,GA,99779,USA,TRUE,FALSE
ADDR-0000183-1,CUST-0000183,Home,1310 Pine St,,Los Angeles,IN,20031,USA,TRUE,FALSE
ADDR-0000184-1,CUST-0000184,Home,3148 Pine St,,Detroit,VA,49688,USA,TRUE,FALSE
ADDR-0000185-1,CUST-0000185,Home,2086 Oak St,,New York,NJ,86706,USA,TRUE,FALSE
ADDR-0000186-1,CUST-0000186,Home,185 Market St,,San Jose,CT,35192,USA,TRUE,FALSE
ADDR-0000187-1,CUST-0000187,Home,292 Main St,,Jacksonville,NC,56798,USA,TRUE,FALSE
ADDR-0000188-1,CUST-0000188,Home,3667 Market St,,Jacksonville,PA,48289,USA,TRUE,FALSE
ADDR-0000189-1,CUST-0000189,Home,1979 Sunset Blvd,,Indianapolis,MN,57418,USA,TRUE,FALSE
ADDR-0000190-1,CUST-0000190,Home,1754 Oak St,,Boston,FL,81358,USA,TRUE,FALSE
ADDR-0000190-2,CUST-0000190,Shipping,2770 Oak St,,Nashville,MA,95033,USA,FALSE,FALSE
ADDR-0000191-1,CUST-0000191,Home,1057 Broadway,,San Jose,GA,97414,USA,TRUE,FALSE
ADDR-0000192-1,CUST-0000192,Home,2389 Broadway,,Houston,MD,63558,USA,TRUE,FALSE
ADDR-0000193-1,CUST-0000193,Home,667 Pine St,,Boston,NJ,68973,USA,TRUE,FALSE
ADDR-0000193-2,CUST-0000193,Work,710 Sunset Blvd,,Detroit,MI,21706,USA,FALSE,FALSE
ADDR-0000194-1,CUST-0000194,Home,3735 Pine St,,Charlotte,IL,79932,USA,TRUE,FALSE
ADDR-0000195-1,CUST-0000195,Home,2545 Pine St,,San Diego,VA,76666,USA,TRUE,FALSE
ADDR-0000196-1,CUST-0000196,Home,271 Main St,,Charlotte,MD,47912,USA,TRUE,FALSE
ADDR-0000197-1,CUST-0000197,Home,3183 Maple Ave,,Charlotte,NC,42234,USA,TRUE,FALSE
ADDR-0000198-1,CUST-0000198,Home,138 Market St,,Detroit,NY,46848,USA,TRUE,FALSE
ADDR-0000199-1,CUST-0000199,Home,3604 Market St,,Indianapolis,CT,45956,USA,TRUE,FALSE
ADDR-0000200-1,CUST-0000200,Home,1024 Maple Ave,,Columbus,IL,42765,USA,TRUE,FALSE
ADDR-0000201-1,CUST-0000201,Home,313 Broadway,,Fort Worth,WA,22560,USA,TRUE,FALSE
ADDR-0000201-2,CUST-0000201,Work,1054 Sunset Blvd,,Washington,MN,91789,USA,FALSE,FALSE
ADDR-0000202-1,CUST-0000202,Home,1504 Broadway,,Jacksonville,NY,77853,USA,TRUE,FALSE
ADDR-0000203-1,CUST-0000203,Home,2010 Pine St,,San Antonio,OH,73012,USA,TRUE,FALSE
ADDR-0000204-1,CUST-0000204,Home,2874 Market St,,Fort Worth,WI,24544,USA,TRUE,FALSE
ADDR-0000204-2,CUST-0000204,Billing,1349 Oak St,,San Diego,MA,58804,USA,FALSE,TRUE
ADDR-0000205-1,CUST-0000205,Home,433 Sunset Blvd,,San Francisco,MN,90594,USA,TRUE,FALSE
ADDR-0000206-1,CUST-0000206,Home,1187 Maple Ave,,Chicago,MA,20802,USA,TRUE,FALSE
ADDR-0000207-1,CUST-0000207,Home,3059 Sunset Blvd,,Charlotte,MI,21255,USA,TRUE,FALSE
ADDR-0000208-1,CUST-0000208,Home,3842 Pine St,,Denver,WA,59980,USA,TRUE,FALSE
ADDR-0000209-1,CUST-0000209,Home,2905 Oak St,,Dallas,FL,10975,USA,TRUE,FALSE
ADDR-0000210-1,CUST-0000210,Home,1295 Maple Ave,,Chicago,OR,38476,USA,TRUE,FALSE
ADDR-0000211-1,CUST-0000211,Home,2850 Sunset Blvd,,New York,MN,45815,USA,TRUE,FALSE
ADDR-0000212-1,CUST-0000212,Home,3713 Main St,,El Paso,PA,31895,USA,TRUE,FALSE
ADDR-0000212-2,CUST-0000212,Work,2199 Main St,,Austin,MI,83669,USA,FALSE,FALSE
ADDR-0000213-1,CUST-0000213,Home,1131 Main St,,Washington,MI,92689,USA,TRUE,FALSE
ADDR-0000214-1,CUST-0000214,Home,2729 Main St,,San Diego,CT,88390,USA,TRUE,FALSE
ADDR-0000215-1,CUST-0000215,Home,811 Pine St,,Seattle,FL,40973,USA,TRUE,FALSE
